,cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
187,silversamurai,SilverSamurai,Silver Samurai,On Reveal: Each player discards the lowest-Power card from their hand.,,4,5,,Pool 5 (Series 5),56,[],#fffdfd,#b2b2b2,#ff1e29,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1693278000}]",,,0.4602017937219731,-0.2130044843049327,0.0056255610143825,0.0072806175294286,0.0056324495934053,0.0073256153830093,-0.0079631181894383,0.0064124222709464,821.0,963.0,2427.0,2807.0,198.0,0.4963579604578564,0.0593132154006243,https://static.marvelsnap.pro/cards/SilverSamurai.webp
188,silversurfer,SilverSurfer,Silver Surfer,On Reveal: Give your other 3-Cost cards +2 Power.,"[""On Reveal"", ""Increase Power""]",3,2,,Pool 3 (Collection Level 486-?),301,[],#ffffff,#cbcbcb,#fffefd,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.5368884971353018,0.2558836491846628,0.041736044017788,0.039722081515699,0.0431844342950503,0.0409863874564168,0.0608340318524727,0.0407785485784119,6091.0,5254.0,18608.0,15705.0,72.0,0.5721031601888849,0.5138031238648747,https://static.marvelsnap.pro/cards/SilverSurfer.webp
189,snowguard,Snowguard,Snowguard,On Reveal: Add the Hawk and Bear auroras to your hand.,[],1,2,,Pool 4 (Series 4),377,"[""SnowguardHawk"", ""SnowguardBear""]",#5fffc1,#ff87f2,#098cff,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1681182000}, {""Data"": ""Series4"", ""StartDate"": 1686625200}]",,19.18.3,0.5155980747519163,0.0508645790005348,0.0594555334004837,0.0616319772584657,0.0567840035646652,0.0616218134747479,0.0179379715004191,0.0604902771287876,8677.0,8152.0,24468.0,23612.0,40.0,0.5171203438395415,0.0781518624641833,https://static.marvelsnap.pro/cards/Snowguard.webp
190,spectrum,Spectrum,Spectrum,On Reveal: Give your Ongoing cards +2 Power.,"[""On Reveal"", ""Ongoing"", ""Increase Power""]",6,5,Ultimates,Collection Level 1-14,396,[],#8b8803,#ffe5cb,#ffb10a,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5082930200414651,0.1271596406357982,0.0201588313085424,0.0215167575168784,0.0218103672347851,0.0226057999457168,0.0154233025984912,0.0208044283095503,2942.0,2846.0,9398.0,8662.0,123.0,0.5522276301010858,0.4077124672407338,https://static.marvelsnap.pro/cards/Spectrum.webp
191,spiderham,SpiderHam,Spider-Ham,"On Reveal: Transform the leftmost card in your opponent's hand into a Pig, keeping its Power and Cost.",,1,1,,Pool 4 (Series 4),176,"[""Pig""]",#ff2922,#0606ff,#ff5dc9,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1687230000}]",,Sept 15th OTA,0.437783947501262,-0.2681726400807673,0.023769879608883,0.0336813614679176,0.0195917344324384,0.0275774056830281,-0.0445305951383067,0.0284820818805937,3469.0,4455.0,8442.0,10567.0,98.0,0.4407717618905175,-0.2449895303619503,https://static.marvelsnap.pro/cards/SpiderHam.webp
192,spiderman,SpiderMan,Spider-Man,On Reveal: Move to another location and pull an enemy card from here to there.,"[""On Reveal"", ""Limit Card Play Turn""]",3,5,Spiders,Pool 3 (Collection Level 486-?),538,"[""UncleBen""]",#ff2922,#020251,#1b16ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,18.17.3,0.5358881537885407,0.1769442017226314,0.0588319937508993,0.0562187663020057,0.0578353013256098,0.0576393093513163,0.0594090528080469,0.057589590597031,8586.0,7436.0,24921.0,22086.0,42.0,0.5312063152701259,0.1832908477921223,https://static.marvelsnap.pro/cards/SpiderMan.webp
193,spiderman2099,SpiderMan2099,Spider-Man 2099,"The first time this moves to a location, destroy an enemy card there.",,4,6,,Pool 4 (Series 4),39,[],#0d0dd9,#ff2922,#ff0000,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1687834800}]",,,0.4849354375896699,-0.1664275466284074,0.0023160044127421,0.0027141658287278,0.0023973302142512,0.0029986220431342,-0.0024308466051969,0.0025053017504762,338.0,359.0,1033.0,1149.0,225.0,0.4750542299349241,-0.2776572668112798,https://static.marvelsnap.pro/cards/SpiderMan2099.webp
194,spiderwoman,SpiderWoman,Spider-Woman,On Reveal: Afflict all enemy cards here with -1 Power.,"[""On Reveal"", ""Decrease Power""]",5,8,Spiders,Pool 1 (Collection Level 18-214),401,[],#ff0e0b,#ffe222,#85ff09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5394168466522679,0.2319654427645788,0.0342261598865294,0.0322448948733263,0.0355468604953399,0.0343680188738334,0.0450125733445096,0.0332842097695985,4995.0,4265.0,15317.0,13169.0,89.0,0.5574875027168007,0.3449250163008042,https://static.marvelsnap.pro/cards/SpiderWoman.webp
195,squirrelgirl,SquirrelGirl,Squirrel Girl,On Reveal: Add a 1-Power Squirrel to each other location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",1,2,The Misfits,Pool 1 (Collection Level 18-214),474,"[""Squirrel""]",#ff5012,#913d2a,#ff8d09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.4517181383210092,-0.0830795998260113,0.0284635571909196,0.038119287210155,0.0292112249823623,0.034842996429839,-0.0160100586756077,0.0330541677150354,4154.0,5042.0,12587.0,13351.0,92.0,0.4552158755698579,-0.0658353445964065,https://static.marvelsnap.pro/cards/SquirrelGirl.webp
196,starlord,Starlord,Star-Lord,"On Reveal: If your opponent played a card here this turn, +3 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",2,2,,Starter Card,242,[],#ff4855,#4f98ee,#ff5800,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.4776579352850539,-0.1386748844375963,0.0042482921180477,0.0051259176375416,0.0044790390256581,0.0055066079295154,-0.0037720033528918,0.0046655404191078,620.0,678.0,1930.0,2110.0,211.0,0.4775510204081633,-0.1744897959183673,https://static.marvelsnap.pro/cards/Starlord.webp
197,stature,Stature,Stature,Costs 1 if your opponent discarded a card from their hand this game.,[],5,6,,Pool 4 (Series 4),74,[],#ff5516,#b24429,#ffa325,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.500524109014675,0.030922431865828,0.0065437402786057,0.0072050140244501,0.0066141249860755,0.0072838591143495,0.0012363788767812,0.0068581287516624,955.0,953.0,2850.0,2791.0,196.0,0.5350389321468298,0.203559510567297,https://static.marvelsnap.pro/cards/Stature.webp
198,stegron,Stegron,Stegron,On Reveal: Move an enemy card from here to another location.,,4,5,,Pool 4 (Series 4),36,[],#ff8319,#ffb144,#78ff6c,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1682391600}, {""Data"": ""Series4"", ""StartDate"": 1686625200}]",,,0.488943488943489,-0.2088452088452088,0.0040906941846362,0.0047176587106578,0.0043606809995915,0.0055692423325051,-0.0053436714165968,0.0043887710722116,597.0,624.0,1879.0,2134.0,213.0,0.5019607843137255,-0.0915032679738562,https://static.marvelsnap.pro/cards/Stegron.webp
199,storm,Storm,Storm,On Reveal: Flood this location. Next turn is the last turn cards can be played here.,"[""On Reveal"", ""Disable Location""]",3,2,Elemental Masters,Pool 2 (Collection Level 222-486),738,[],#e3f9ff,#1112aa,#58a7ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5063570096626547,0.1190032208848957,0.061401525273912,0.0660472219492095,0.0652709702573242,0.0679035221412614,0.0441324392288348,0.0636102224937996,8961.0,8736.0,28125.0,26019.0,37.0,0.4960636311987664,0.0681762843925006,https://static.marvelsnap.pro/cards/Storm.webp
200,strongguy,StrongGuy,Strong Guy,"Ongoing: If your hand is empty, +6 Power.","[""Ongoing"", ""Power On Hand Count"", ""Increase Power""]",4,4,X-Factor,Pool 1 (Collection Level 18-214),57,[],#ffd622,#4a49ff,#ff2f09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4037383177570093,-0.3738317757009345,0.0014800501572553,0.0024117518088138,0.001508484645947,0.0022183017725536,-0.0041911148365465,0.0019230077998634,216.0,319.0,650.0,850.0,230.0,0.532,0.508,https://static.marvelsnap.pro/cards/StrongGuy.webp
201,sunspot,Sunspot,Sunspot,"At the end of each turn, gain +1 Power for each unspent Energy.","[""Increase Power""]",1,0,X-Force,Pool 2 (Collection Level 222-486),1370,[],#8b2c00,#ff9500,#ff710a,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5501347168718965,0.2926139526598232,0.1692875888201396,0.1527417611080449,0.1716493074895102,0.1587312357767709,0.2753772003352892,0.1614212285683476,24706.0,20203.0,73963.0,60822.0,3.0,0.5504908477349422,0.2956335003579098,https://static.marvelsnap.pro/cards/Sunspot.webp
202,superskrull,SuperSkrull,Super-Skrull,Ongoing: Has the Ongoing effects of all enemy cards.,"[""Ongoing"", ""Change Ability""]",4,2,,Pool 3 (Collection Level 486-?),136,[],#7122ff,#ffa149,#ff6809,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4667072058376406,-0.1602310732745515,0.0105179490341987,0.0132608547732272,0.0105036946270097,0.0131871515961333,-0.0110435875943,0.0118220049602818,1535.0,1754.0,4526.0,5053.0,171.0,0.4603698811096433,-0.1928665785997358,https://static.marvelsnap.pro/cards/SuperSkrull.webp
203,swarm,Swarm,Swarm,"When this is discarded from your hand, add two copies that Cost 0 to your hand.","[""Add Card to Hand"", ""Discard"", ""Add Card""]",2,3,Spider-Villains,Pool 2 (Collection Level 222-486),354,[],#ff6f22,#7449ff,#460aff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5311203319502075,0.1739664976179499,0.0236808025160852,0.0230666293689375,0.0233234933719505,0.0232739002442741,0.0237217099748533,0.0233888070162826,3456.0,3051.0,10050.0,8918.0,114.0,0.5465360391882436,0.3016095171448565,https://static.marvelsnap.pro/cards/Swarm.webp
204,swordmaster,SwordMaster,Sword Master,On Reveal: Discard a card from your hand.,"[""On Reveal"", ""Discard""]",3,6,Fighters,Pool 1 (Collection Level 18-214),266,[],#ff2722,#1267a5,#a4ff09,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.517291590826356,0.0979250091008372,0.0097368114512028,0.0100250247601478,0.0099072630054583,0.0104390671649581,0.005637049455155,0.0098738363107005,1421.0,1326.0,4269.0,4000.0,181.0,0.5246241575946086,0.1296008294453084,https://static.marvelsnap.pro/cards/SwordMaster.webp
205,taskmaster,Taskmaster,Taskmaster,On Reveal: Set this card's Power equal to that of the last card you played. (if that card's in play),"[""On Reveal"", ""Power On Card Play"", ""Increase Power"", ""Decrease Power""]",5,0,Mercenaries,Pool 3 (Collection Level 486-?),331,[],#c4c5ff,#ff8449,#ff6a09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5532062948292474,0.3178995824858152,0.0708162887742306,0.0631062456055462,0.0708987783595113,0.0642289704991962,0.1244551550712489,0.0671507134898098,10335.0,8347.0,30550.0,24611.0,32.0,0.5981084900532666,0.6705076638765083,https://static.marvelsnap.pro/cards/Taskmaster.webp
206,thanos,Thanos,Thanos,"At the start of the game, shuffle the six Infinity Stones into your deck.","[""Add Card to Deck"", ""Add Card""]",6,10,,Pool 5 (Series 5),168,"[""SpaceStone"", ""RealityStone"", ""TimeStone"", ""MindStone"", ""PowerStone"", ""SoulStone""]",#4922ff,#ff9649,#3d0aff,Series5,"[{""Data"": ""Series5"", ""StartDate"": -62135596800}]",,,0.486013986013986,0.0122377622377622,0.0095243968453005,0.0111137152318381,0.0099513571720322,0.0110993381631417,0.0007334450963956,0.0102800043132885,1390.0,1470.0,4288.0,4253.0,176.0,0.5097087378640777,0.1298543689320388,https://static.marvelsnap.pro/cards/Thanos.webp
207,thecollector,TheCollector,The Collector,"When a card enters your hand from anywhere (except your deck), +1 Power.","[""Increase Power""]",2,0,Cosmic Beings,Pool 2 (Collection Level 222-486),802,[],#ff2725,#49aeff,#de31ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.5151370064820271,0.0642309958750736,0.0958400997663439,0.0995320143041831,0.0956843414652259,0.1030492515188842,0.0365465213746856,0.0975953416483951,13987.0,13165.0,41230.0,39486.0,18.0,0.5157570125042245,0.0697026022304832,https://static.marvelsnap.pro/cards/TheCollector.webp
208,thephoenixforce,ThePhoenixForce,The Phoenix Force,On Reveal: Revive one of your destroyed cards and merge with it. That card can move each turn.,"[""On Reveal"", ""Destroy"", ""Add Card At Location"", ""Power On Destroy"", ""Increase Power"", ""Add Card""]",4,5,,Pool 5 (Series 5),72,[],#ff5d22,#ff9249,#ff8409,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1688439600}, {""Data"": ""Series5"", ""StartDate"": 1691463600}]",,July 20th OTA,0.5314091680814941,0.2105263157894736,0.0064341069336238,0.006259970212219,0.0066419739333853,0.0064983193101864,0.0077954735959765,0.006351317350203,939.0,828.0,2862.0,2490.0,199.0,0.5878442545109211,0.4301994301994302,https://static.marvelsnap.pro/cards/ThePhoenixForce.webp
209,thething,TheThing,The Thing,It's clobberin' time!,[],4,6,Fantastic Four,Starter Card,404,[],#ff810f,#83acff,#ff8210,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5639043421718084,0.3944801676179467,0.0534805160989715,0.045634275605017,0.0561690059782406,0.0489148589682026,0.11441743503772,0.0497501887063728,7805.0,6036.0,24203.0,18743.0,52.0,0.5694355697550586,0.4602768903088392,https://static.marvelsnap.pro/cards/TheThing.webp
210,thor,Thor,Thor,On Reveal: Shuffle Mjolnir into your deck.,"[""On Reveal"", ""Add Card to Deck"", ""Add Card""]",3,4,Avengers,Pool 3 (Collection Level 486-?),336,"[""Mjolnir""]",#9bbbff,#ff1412,#5fe5ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5463540254811602,0.26524803469775,0.0276207508513714,0.0253044931163008,0.0280067580112138,0.0263873520262229,0.0410100586756077,0.0265195356026023,4031.0,3347.0,12068.0,10111.0,103.0,0.547691210554466,0.3030843287573542,https://static.marvelsnap.pro/cards/Thor.webp
211,titania,Titania,Titania,"After ANY card is played here, this card switches sides.","[""Move""]",1,5,,Pool 3 (Collection Level 486-?),112,[],#9822ff,#ff6738,#ff6d09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4861307005171603,-0.0329102021626704,0.0070850549194537,0.008263463094149,0.0066675021350859,0.0076805436666179,-0.0014668901927912,0.0076453039071205,1034.0,1093.0,2873.0,2943.0,193.0,0.4708097928436911,-0.0966729441305712,https://static.marvelsnap.pro/cards/Titania.webp
212,typhoidmary,TyphoidMary,Typhoid Mary,Ongoing: Your other cards have -1 Power.,"[""Ongoing"", ""Decrease Power""]",4,10,,Pool 3 (Collection Level 486-?),153,[],#ff2822,#ffffff,#ff090b,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5709888800635425,0.380857823669579,0.0394063354369231,0.0326682745012058,0.0388864134269058,0.0337181869428147,0.0803855825649622,0.0362028683368678,5751.0,4321.0,16756.0,12920.0,79.0,0.5569598337950139,0.3125,https://static.marvelsnap.pro/cards/TyphoidMary.webp
213,uatu,Uatu,Uatu the Watcher,"Once this is in your hand, you can see the unrevealed locations.","[""Reveal Location""]",1,2,Ultimate Power,Pool 1 (Collection Level 18-214),103,[],#6b8fff,#ffa649,#cb49ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4882154882154882,0.0808080808080808,0.0029806565666947,0.0034475198270191,0.0033001002562103,0.0035231851681733,0.0015088013411567,0.0032026167283706,435.0,456.0,1422.0,1350.0,218.0,0.4818325434439178,-0.0189573459715639,https://static.marvelsnap.pro/cards/Uatu.webp
214,ultron,Ultron,Ultron,On Reveal: Create four 1-Power Drones at each other location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",6,8,Robots,Pool 3 (Collection Level 486-?),124,"[""Drone""]",#ffffff,#c70600,#ff3209,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5324232081911263,0.2805460750853242,0.0106892511357329,0.0103576801820532,0.0123463666406743,0.0117387310269954,0.0172254819782062,0.0105316128104669,1560.0,1370.0,5320.0,4498.0,174.0,0.5877247365158089,0.6813391196528208,https://static.marvelsnap.pro/cards/Ultron.webp
215,valkyrie,Valkyrie,Valkyrie,On Reveal: Set ALL cards at this location to 3 Power.,"[""On Reveal"", ""Increase Power"", ""Decrease Power""]",5,3,,Pool 3 (Collection Level 486-?),181,[],#7987ff,#d4d4d4,#fff522,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4952233410792667,0.0508649625613219,0.0131422972297024,0.0147804852232949,0.0142447365489584,0.015504624506754,0.0041282481139983,0.01392113870817,1918.0,1955.0,6138.0,5941.0,155.0,0.520048602673147,0.2059538274605103,https://static.marvelsnap.pro/cards/Valkyrie.webp
216,venom,Venom,Venom,On Reveal: Destroy your other cards at this location. Add their Power to this card.,"[""On Reveal"", ""Destroy"", ""Power On Destroy"", ""Increase Power""]",3,3,Spider-Villains,Pool 3 (Collection Level 486-?),442,[],#0903e3,#080955,#ff0913,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5197111044237135,0.1941017153174842,0.047334196695925,0.0482652775782685,0.0503903494114589,0.049932668016786,0.0540653813914501,0.0477768592070737,6908.0,6384.0,21713.0,19133.0,57.0,0.5438069594034797,0.2990886495443248,https://static.marvelsnap.pro/cards/Venom.webp
217,viper,Viper,Viper,On Reveal: Your opponent gains control of one of your other cards at this location.,"[""On Reveal""]",2,3,HYDRA,Pool 3 (Collection Level 486-?),207,[],#50ff49,#11ff10,#74ff09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4888740542946151,-0.0213618157543391,0.0150540286828238,0.0173661250935593,0.014875979354647,0.0169791427438044,-0.0020117351215423,0.0161532655188526,2197.0,2297.0,6410.0,6506.0,143.0,0.5080971659919028,0.0718623481781376,https://static.marvelsnap.pro/cards/Viper.webp
218,vision,Vision,Vision,You can move this each turn.,"[""Move""]",5,8,Robots,Pool 2 (Collection Level 222-486),505,[],#71ff22,#ffd849,#ff6409,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,17.18.0,0.5517975916184845,0.3075685780115637,0.0869735029909346,0.077947213632824,0.0873528647283799,0.0797675219742363,0.1482606873428331,0.0826821465799216,12693.0,10310.0,37640.0,30565.0,21.0,0.5767549727945768,0.4496476674694497,https://static.marvelsnap.pro/cards/Vision.webp
219,vulture,Vulture,Vulture,"When this card moves, +5 Power.","[""Move"", ""Power On Move"", ""Increase Power""]",3,3,The Boys,Pool 2 (Collection Level 222-486),207,[],#22ff68,#ffffff,#09ff53,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5183443085606774,0.1602383192223267,0.01132649495344,0.0116126983646961,0.0121351787902417,0.0123128797210681,0.0107082984073763,0.0114625642500269,1653.0,1536.0,5229.0,4718.0,173.0,0.5139758030871924,0.1168126825198164,https://static.marvelsnap.pro/cards/Vulture.webp
220,warpath,Warpath,Warpath,"Ongoing: If any of your locations are empty, +4 Power.","[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",4,5,X-Force,Pool 2 (Collection Level 222-486),125,[],#5a5bff,#ff0b00,#ffa109,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4809703053115851,-0.1162693433709744,0.0078798966705723,0.0093823949678307,0.0083175522631911,0.010078919347767,-0.0058256496227996,0.0085942273821933,1150.0,1241.0,3584.0,3862.0,185.0,0.4781144781144781,-0.1407407407407407,https://static.marvelsnap.pro/cards/Warpath.webp
221,wasp,Wasp,Wasp,My secret power is that I get things done.,[],0,1,Avengers,Pool 3 (Collection Level 486-?),452,[],#fffe22,#408bb6,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.500460111842571,0.1560840942875345,0.0484442343138665,0.0533533934633209,0.0475335115665961,0.0476987076434849,0.0462070410729254,0.0507781891377017,7070.0,7057.0,20482.0,18277.0,49.0,0.5085724282715185,0.2081875437368789,https://static.marvelsnap.pro/cards/Wasp.webp
222,wave,Wave,Wave,On Reveal: All cards cost 4 until the end of next turn.,"[""On Reveal"", ""Increase Cost""]",3,3,Elemental Masters,Pool 3 (Collection Level 486-?),1010,[],#22ff75,#ffa849,#09ffe4,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5371880673043055,0.2358902105291679,0.1358494186006674,0.1291383468537601,0.1319599160818387,0.1256733198321398,0.18243922883487,0.132658782933755,19826.0,17081.0,56861.0,48155.0,10.0,0.5407998057152109,0.2680320569902048,https://static.marvelsnap.pro/cards/Wave.webp
223,whitequeen,WhiteQueen,White Queen,On Reveal: Copy the highest-Cost card in your opponent's hand into your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Card Draw"", ""Add Card""]",4,6,Brotherhood of Mutants,Pool 1 (Collection Level 18-214),434,[],#8cafff,#95c3ff,#85a6ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5093228655544652,0.0304219823356231,0.0248936213949472,0.0264612267424717,0.0265423675318406,0.0292815833977075,0.0045473595976529,0.0256389058624779,3633.0,3500.0,11437.0,11220.0,107.0,0.5011464968152867,-0.0239490445859872,https://static.marvelsnap.pro/cards/WhiteQueen.webp
224,whitetiger,WhiteTiger,White Tiger,On Reveal: Add a 7-Power Tiger to another location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",5,1,Fighters,Collection Level 1-14,480,"[""TigerSpirit""]",#e0ffba,#0f510c,#88ff31,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5227514837924212,0.2632780398721656,0.0235369087507965,0.0237092591612547,0.0269763469607515,0.0258210326325239,0.0362531433361274,0.0236188490708457,3435.0,3136.0,11624.0,9894.0,112.0,0.5502580486606046,0.4249201277955272,https://static.marvelsnap.pro/cards/WhiteTiger.webp
225,wolfsbane,Wolfsbane,Wolfsbane,On Reveal: +2 Power for each other card you have here.,"[""On Reveal"", ""Power On Card Count"", ""Increase Power""]",3,1,X-Factor,Collection Level 1-14,478,[],#ff5622,#fff519,#ff6309,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5034439574201628,0.1401064495929868,0.0220363023413571,0.0239814317791772,0.0246277524042924,0.0253591039104745,0.0187552388935456,0.0229610725710794,3216.0,3172.0,10612.0,9717.0,116.0,0.5261555494049267,0.2922778854137836,https://static.marvelsnap.pro/cards/Wolfsbane.webp
226,wolverine,Wolverine,Wolverine,"When this is discarded or destroyed, regenerate it at a random location with +2 Power.","[""Destroy"", ""Add Card At Location"", ""Discard"", ""Add Card""]",2,2,Weapon X,Pool 1 (Collection Level 18-214),801,[],#ffc822,#2775fa,#2076ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5242118049803987,0.171166694274198,0.0650536860786208,0.0651475402399655,0.0664359845531172,0.0666195168799716,0.064962279966471,0.0650983070342547,9494.0,8617.0,28627.0,25527.0,35.0,0.5278285863600731,0.174614580611445,https://static.marvelsnap.pro/cards/Wolverine.webp
227,wong,Wong,Wong,Ongoing: Your On Reveal abilities at this location happen twice.,"[""On Reveal"", ""Ongoing"", ""Change Ability""]",4,2,Masters of Mysticism,Pool 3 (Collection Level 486-?),523,[],#35ff1e,#ff921e,#ff720a,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5032104846512446,0.151816342686252,0.0392007729150821,0.0427008596118516,0.0438156771007389,0.0447679395369229,0.0361693210393964,0.0408648143488731,5721.0,5648.0,18880.0,17154.0,71.0,0.5262059369202227,0.310064935064935,https://static.marvelsnap.pro/cards/Wong.webp
228,x23,X23,X-23,"When this is discarded or destroyed, regenerate it at a random location and you get +1 Energy next turn.",,1,2,,Pool 5 (Series 5),204,[],#ffe722,#373737,#fffefd,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1692673200}]",,,0.5068175620398145,0.0443141532587946,0.0254691964561021,0.0273457877507201,0.0252381084994987,0.027533039647577,0.006810561609388,0.0263613816900902,3717.0,3617.0,10875.0,10550.0,104.0,0.5125374546601482,0.0868948115439205,https://static.marvelsnap.pro/cards/X23.webp
229,yellowjacket,Yellowjacket,Yellowjacket,On Reveal: Afflict your other cards at this location with -1 Power.,"[""On Reveal"", ""Decrease Power""]",0,2,Mechanical Marvels,Pool 3 (Collection Level 486-?),73,[],#ffd7b3,#ffdb00,#ffbc00,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4834254143646409,-0.0050644567219152,0.0071946882644356,0.0084827132585866,0.0070852363447328,0.0079963254483579,-0.00023051131601,0.0078070522267352,1050.0,1122.0,3053.0,3064.0,191.0,0.5440165061898212,0.358321870701513,https://static.marvelsnap.pro/cards/Yellowjacket.webp
230,yondu,Yondu,Yondu,On Reveal: Destroy the top card of your opponent's deck.,"[""On Reveal"", ""Discard""]",1,2,Guardians Vol. 2,Pool 1 (Collection Level 18-214),609,[],#22b1ff,#ff0401,#099cff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4948756976154237,0.0329781836631151,0.0334176139672881,0.0376354247782927,0.0360481415469161,0.0396893333611708,0.006810561609388,0.0354228819956148,4877.0,4978.0,15533.0,15208.0,83.0,0.4905747126436781,0.0133333333333333,https://static.marvelsnap.pro/cards/Yondu.webp
231,zabu,Zabu,Zabu,Ongoing: Your 4-Cost cards cost 1 less. (minimum 1),"[""Add Card to Hand"", ""Discard"", ""Add Card""]",2,2,,Pool 4 (Series 4),538,[],#ff5622,#ff580a,#ff8609,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.4908000324227933,-0.0166166815271135,0.0414893689915787,0.0474941218274879,0.044096487319446,0.0501231809925465,-0.0042958927074601,0.04434420042414,6055.0,6282.0,19001.0,19206.0,62.0,0.4931742448672472,0.0022573363431151,https://static.marvelsnap.pro/cards/Zabu.webp
232,zero,Zero,Zero,On Reveal: Remove the abilities on the next card you play.,"[""On Reveal"", ""Disable Ability""]",1,3,From The Future,Pool 3 (Collection Level 486-?),137,[],#dbc1ff,#4826d0,#7a61ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5722182413757805,0.3818200429931416,0.038303149903043,0.0315947047305113,0.0373268723775574,0.0322410589389732,0.0781642917015926,0.0351137629847956,5590.0,4179.0,16084.0,12354.0,85.0,0.5592251950947603,0.3545150501672241,https://static.marvelsnap.pro/cards/Zero.webp
